InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
569206,22071,SMALL WHITE RETROSPOT MUG IN BOX ,2.0,10/2/2011 10:58,3.75,15038.0,United Kingdom
541422,21224,SET/4 SKULL BADGES,1.0,1/17/2011 17:48,0.83,,United Kingdom
C540837,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,-1.0,1/11/2011 15:02,8.5,14733.0,United Kingdom
553048,23108,SET OF 10 LED DOLLY LIGHTS,4.0,5/13/2011 10:02,6.25,14291.0,United Kingdom
570251,22178,VICTORIAN GLASS HANGING T-LIGHT,24.0,10/10/2011 9:06,1.95,17025.0,United Kingdom
545073,35001G,HAND OPEN SHAPE GOLD,6.0,2/28/2011 9:26,4.25,14036.0,United Kingdom
547102,21974,SET OF 36 PAISLEY FLOWER DOILIES,12.0,3/21/2011 10:41,1.45,14245.0,United Kingdom
556434,22360,GLASS JAR ENGLISH CONFECTIONERY,6.0,6/10/2011 14:06,2.95,14895.0,United Kingdom
546038,21056,DOCTOR'S BAG SOFT TOY,1.0,3/9/2011 10:19,8.95,15071.0,United Kingdom
548163,72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,3.0,3/29/2011 13:43,4.13,,United Kingdom
565286,22212,FOUR HOOK  WHITE LOVEBIRDS,1.0,9/2/2011 11:39,4.13,,United Kingdom
558774,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,1.0,7/4/2011 10:17,1.25,,United Kingdom
544937,21164,HOME SWEET HOME METAL SIGN ,6.0,2/25/2011 10:09,2.95,12839.0,United Kingdom
556820,23306,SET OF 36 DOILIES PANTRY DESIGN,12.0,6/15/2011 10:22,1.45,12682.0,France
556682,22045,SPACEBOY GIFT WRAP,25.0,6/14/2011 9:42,0.42,15358.0,United Kingdom
573874,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24.0,11/1/2011 12:45,0.55,13868.0,United Kingdom
544657,22199,FRYING PAN RED RETROSPOT,4.0,2/22/2011 13:08,4.25,14895.0,United Kingdom
556415,22417,PACK OF 60 SPACEBOY CAKE CASES,120.0,6/10/2011 12:19,0.42,12409.0,Switzerland
571158,85175,CACTI T-LIGHT CANDLES,52.0,10/14/2011 10:25,0.42,14606.0,United Kingdom
569866,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4.0,10/6/2011 14:50,3.75,12757.0,Portugal
547248,22631,CIRCUS PARADE LUNCH BOX ,1.0,3/22/2011 9:23,4.13,,United Kingdom
C575385,23099,FRENCH CARRIAGE LANTERN,-1.0,11/9/2011 15:19,6.65,15916.0,United Kingdom
550834,22630,DOLLY GIRL LUNCH BOX,1.0,4/21/2011 10:51,1.95,14730.0,United Kingdom
541113,22508,DOORSTOP RETROSPOT HEART,2.0,1/13/2011 15:18,3.75,16775.0,United Kingdom
559061,20674,GREEN POLKADOT BOWL,2.0,7/6/2011 10:04,1.25,17220.0,United Kingdom
564754,22109,FULL ENGLISH BREAKFAST PLATE,1.0,8/30/2011 10:29,7.46,,United Kingdom
558321,21786,POLKADOT RAIN HAT ,1.0,6/28/2011 11:53,0.79,,United Kingdom
543399,21906,PHARMACIE FIRST AID TIN,1.0,2/8/2011 11:07,13.29,,United Kingdom
579187,20972,PINK CREAM FELT CRAFT TRINKET BOX ,11.0,11/28/2011 15:31,2.46,,United Kingdom
547360,84987,SET OF 36 TEATIME PAPER DOILIES,12.0,3/22/2011 12:30,1.45,16135.0,United Kingdom
569683,23035,DRAWER KNOB CERAMIC IVORY,6.0,10/5/2011 14:39,1.45,15953.0,United Kingdom
569898,23290,SPACEBOY CHILDRENS BOWL,1.0,10/6/2011 16:08,2.46,,United Kingdom
576373,23556,LANDMARK FRAME COVENT GARDEN ,3.0,11/15/2011 8:43,12.5,12640.0,France
558707,22530,MAGIC DRAWING SLATE DOLLY GIRL ,1.0,7/1/2011 12:58,0.42,12748.0,United Kingdom
542929,22924,FRIDGE MAGNETS LA VIE EN ROSE,6.0,2/2/2011 10:34,0.85,17811.0,United Kingdom
543120,84751B,BLACK MEDIUM GLASS CAKE STAND,2.0,2/3/2011 13:53,3.75,13668.0,United Kingdom
548739,22649,STRAWBERRY FAIRY CAKE TEAPOT,1.0,4/4/2011 11:28,4.95,15493.0,United Kingdom
563566,21213,PACK OF 72 SKULL CAKE CASES,24.0,8/17/2011 14:25,0.55,13655.0,United Kingdom
543371,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8.0,2/7/2011 14:53,2.95,14048.0,United Kingdom
542617,21137,BLACK RECORD COVER FRAME,3.0,1/30/2011 15:48,3.75,17463.0,United Kingdom
576645,23483,HANGING  BUTTERFLY T-LIGHT HOLDER,12.0,11/16/2011 10:14,1.25,16245.0,United Kingdom
539492,22148,EASTER CRAFT 4 CHICKS ,1.0,12/20/2010 10:14,4.21,,United Kingdom
549295,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,1.0,4/7/2011 19:49,2.46,,United Kingdom
545290,21901,"KEY FOB , BACK DOOR ",4.0,3/1/2011 12:01,0.65,14688.0,United Kingdom
560978,21495,SKULLS AND CROSSBONES WRAP,50.0,7/22/2011 12:20,0.42,15815.0,United Kingdom
553718,22297,HEART IVORY TRELLIS SMALL,1.0,5/18/2011 16:14,2.46,,United Kingdom
547022,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,1.0,3/18/2011 15:44,3.75,17961.0,United Kingdom
559641,47599B,BLUE PARTY BAGS ,1.0,7/11/2011 12:31,2.1,13184.0,United Kingdom
566673,47591D,PINK FAIRY CAKE CHILDRENS APRON,8.0,9/14/2011 11:39,1.95,17728.0,United Kingdom
547358,22418,10 COLOUR SPACEBOY PEN,6.0,3/22/2011 12:25,0.85,15998.0,United Kingdom
562528,20749,ASSORTED COLOUR MINI CASES,2.0,8/5/2011 13:52,7.95,12610.0,Italy
559876,21447,12 IVORY ROSE PEG PLACE SETTINGS,1.0,7/13/2011 11:09,1.25,15752.0,United Kingdom
554560,84978,HANGING HEART JAR T-LIGHT HOLDER,12.0,5/25/2011 10:35,1.25,13317.0,United Kingdom
561513,22541,MINI JIGSAW LEAP FROG,1.0,7/27/2011 15:12,0.83,,United Kingdom
549939,22030,SWALLOWS GREETING CARD,12.0,4/13/2011 11:46,0.42,16309.0,United Kingdom
553462,21470,FLOWER VINE RAFFIA FOOD COVER,6.0,5/17/2011 10:57,3.75,17147.0,United Kingdom
574298,22322,BIRD DECORATION GREEN POLKADOT,1.0,11/3/2011 15:56,1.63,,United Kingdom
566482,85099B,JUMBO BAG RED RETROSPOT,10.0,9/13/2011 9:43,2.08,16609.0,United Kingdom
554981,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6.0,5/29/2011 12:06,1.25,17613.0,United Kingdom
539050,21980,PACK OF 12 RED RETROSPOT TISSUES ,1.0,12/15/2010 16:21,0.29,12577.0,France
575477,22362,GLASS JAR PEACOCK BATH SALTS,1.0,11/9/2011 16:14,5.79,,United Kingdom
567804,23365,SET 12 COLOUR PENCILS LOVE LONDON,3.0,9/22/2011 12:13,0.65,17920.0,United Kingdom
C543643,21564,PINK  HEART SHAPE LOVE BUCKET ,-1.0,2/10/2011 17:44,2.95,16161.0,United Kingdom
556636,22027,TEA PARTY BIRTHDAY CARD,2.0,6/13/2011 15:30,0.83,,United Kingdom
543107,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,12.0,2/3/2011 12:27,1.25,13800.0,United Kingdom
578535,72741,GRAND CHOCOLATECANDLE,18.0,11/24/2011 14:52,1.45,13207.0,United Kingdom
551539,20719,WOODLAND CHARLOTTE BAG,10.0,5/3/2011 8:40,0.85,12598.0,France
571477,21288,STRIPEY CHOCOLATE NESTING BOXES,12.0,10/17/2011 14:54,2.95,12794.0,Portugal
548203,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,9.0,3/29/2011 16:40,2.95,,United Kingdom
560996,22283,6 EGG HOUSE PAINTED WOOD,2.0,7/22/2011 13:53,7.95,17625.0,United Kingdom
545998,22147,FELTCRAFT BUTTERFLY HEARTS,12.0,3/8/2011 14:35,1.45,13373.0,United Kingdom
571913,23241,TREASURE TIN GYMKHANA DESIGN,12.0,10/19/2011 15:29,2.08,18210.0,United Kingdom
560018,21987,PACK OF 6 SKULL PAPER CUPS,4.0,7/14/2011 12:52,0.65,15987.0,United Kingdom
548987,21922,UNION STRIPE WITH FRINGE  HAMMOCK,2.0,4/5/2011 12:50,7.95,14535.0,United Kingdom
542999,20712,JUMBO BAG WOODLAND ANIMALS,1.0,2/2/2011 12:16,4.13,,United Kingdom
556459,21012,ANTIQUE ALL GLASS CANDLESTICK,3.0,6/10/2011 17:25,2.46,,United Kingdom
575138,23534,WALL ART STOP FOR TEA ,1.0,11/8/2011 15:24,12.46,,United Kingdom
556812,23226,FILIGREE HEART DAISY WHITE,2.0,6/14/2011 17:25,2.46,,United Kingdom
536957,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,18.0,12/3/2010 12:43,2.95,17809.0,United Kingdom
543977,21621,VINTAGE UNION JACK BUNTING,12.0,2/14/2011 15:35,8.5,15615.0,United Kingdom
577827,23389,SPACEBOY MINI BACKPACK,4.0,11/22/2011 9:53,4.15,16782.0,United Kingdom
546991,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,6.0,3/18/2011 13:08,1.25,12748.0,United Kingdom
577531,37340,MULTICOLOUR SPRING FLOWER MUG,6.0,11/20/2011 13:58,1.38,,United Kingdom
538524,DOT,DOTCOM POSTAGE,1.0,12/13/2010 9:35,641.86,,United Kingdom
545028,21217,RED RETROSPOT ROUND CAKE TINS,1.0,2/25/2011 15:21,9.95,13973.0,United Kingdom
576508,21824,PAINTED METAL STAR WITH HOLLY BELLS,1.0,11/15/2011 12:02,0.39,17777.0,United Kingdom
541684,21658,GLASS  BEURRE DISH,3.0,1/20/2011 15:22,3.95,15498.0,United Kingdom
554065,22644,CERAMIC CHERRY CAKE MONEY BANK,12.0,5/22/2011 10:39,1.45,18287.0,United Kingdom
579100,84580,MOUSE TOY WITH PINK T-SHIRT,4.0,11/28/2011 11:27,3.75,13004.0,United Kingdom
574743,16207A,PINK STRAWBERRY HANDBAG ,1.0,11/6/2011 16:14,2.95,15351.0,United Kingdom
545667,22423,REGENCY CAKESTAND 3 TIER,1.0,3/4/2011 16:07,12.75,,United Kingdom
538177,21165,BEWARE OF THE CAT METAL SIGN ,5.0,12/10/2010 9:51,4.21,,United Kingdom
561204,22968,ROSE COTTAGE KEEPSAKE BOX ,2.0,7/25/2011 15:22,9.95,12836.0,United Kingdom
C558468,22607,WOODEN ROUNDERS GARDEN SET ,-1.0,6/29/2011 15:23,8.5,17389.0,United Kingdom
548162,22631,CIRCUS PARADE LUNCH BOX ,2.0,3/29/2011 13:42,3.29,,United Kingdom
575867,22726,ALARM CLOCK BAKELIKE GREEN,2.0,11/11/2011 12:44,3.75,15034.0,United Kingdom
C546519,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1.0,3/14/2011 12:27,2.95,14350.0,United Kingdom
554106,22129,PARTY CONES CANDY TREE DECORATION,12.0,5/22/2011 14:05,0.85,12710.0,Germany
574328,22616,PACK OF 12 LONDON TISSUES ,48.0,11/4/2011 9:05,0.39,13081.0,United Kingdom
546136,21907,I'M ON HOLIDAY METAL SIGN,1.0,3/9/2011 16:32,4.13,,United Kingdom
559018,21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,3.0,7/5/2011 13:07,1.65,18203.0,United Kingdom
544070,22059,CERAMIC STRAWBERRY DESIGN MUG,12.0,2/15/2011 14:19,1.49,15370.0,United Kingdom
539437,22903,CALENDAR FAMILY FAVOURITES,1.0,12/17/2010 14:54,5.91,,United Kingdom
565593,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12.0,9/5/2011 14:07,1.25,17612.0,United Kingdom
557937,23269,SET OF 2 CERAMIC CHRISTMAS TREES,1.0,6/23/2011 15:30,2.92,,United Kingdom
568228,21207,SKULL AND CROSSBONES  GARLAND ,12.0,9/26/2011 11:02,1.65,15358.0,United Kingdom
570668,46000R,POLYESTER FILLER PAD 45x30cm,3.0,10/11/2011 14:34,1.45,17837.0,United Kingdom
536876,21911,GARDEN METAL SIGN ,1.0,12/3/2010 11:36,3.36,,United Kingdom
539631,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2.0,12/20/2010 15:03,5.91,,United Kingdom
538184,22271,FELTCRAFT DOLL ROSIE,6.0,12/10/2010 10:21,2.95,17880.0,United Kingdom
575873,23084,RABBIT NIGHT LIGHT,96.0,11/11/2011 12:53,1.79,17677.0,United Kingdom
555005,21259,VICTORIAN SEWING BOX SMALL ,24.0,5/31/2011 9:38,4.95,16656.0,United Kingdom
C565077,23239,SET OF 4 KNICK KNACK TINS POPPIES,-1.0,8/31/2011 17:31,4.15,17451.0,United Kingdom
576617,22571,ROCKING HORSE RED CHRISTMAS ,1.0,11/15/2011 16:57,1.63,,United Kingdom
547094,22960,JAM MAKING SET WITH JARS,24.0,3/21/2011 8:39,3.75,13934.0,United Kingdom
538917,90161C,ANT COPPER LIME BOUDICCA BRACELET,3.0,12/15/2010 10:57,4.95,17449.0,United Kingdom
562460,20668,DISCO BALL CHRISTMAS DECORATION,24.0,8/5/2011 11:19,0.12,17841.0,United Kingdom
538881,21888,BINGO SET,1.0,12/14/2010 15:54,7.62,,United Kingdom
541686,23231,WRAP DOILEY DESIGN,25.0,1/20/2011 15:42,0.42,16912.0,United Kingdom
566988,23017,APOTHECARY MEASURING JAR,6.0,9/16/2011 10:56,11.15,16709.0,United Kingdom
541602,22309,TEA COSY RED  STRIPE,1.0,1/19/2011 17:17,2.55,17231.0,United Kingdom
563662,POST,POSTAGE,2.0,8/18/2011 11:40,18.0,12729.0,France
576339,22207,FRYING PAN UNION FLAG,1.0,11/14/2011 15:27,8.29,14096.0,United Kingdom
573145,21754,HOME BUILDING BLOCK WORD,3.0,10/27/2011 18:02,6.25,18219.0,United Kingdom
C536826,35004B,SET OF 3 BLACK FLYING DUCKS,-3.0,12/2/2010 17:30,4.65,17924.0,United Kingdom
547060,22433,WATERING CAN GREEN DINOSAUR,1.0,3/20/2011 12:57,1.95,17954.0,United Kingdom
537823,22470,HEART OF WICKER LARGE,1.0,12/8/2010 14:25,5.91,,United Kingdom
559338,23096,PETIT TRAY CHIC,1.0,7/7/2011 16:30,3.29,,United Kingdom
555925,22907,PACK OF 20 NAPKINS PANTRY DESIGN,2.0,6/7/2011 17:13,1.63,,United Kingdom
575017,23489,VINTAGE BELLS GARLAND,1.0,11/8/2011 11:25,2.89,17219.0,United Kingdom
542277,82482,WOODEN PICTURE FRAME WHITE FINISH,12.0,1/27/2011 10:30,2.55,14440.0,United Kingdom
561798,23112,PARISIENNE CURIO CABINET,8.0,7/29/2011 13:39,7.5,14911.0,EIRE
543162,21115,ROSE CARAVAN DOORSTOP,1.0,2/3/2011 18:08,6.75,17507.0,United Kingdom
542906,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1.0,2/1/2011 15:12,5.79,,United Kingdom
573137,22553,PLASTERS IN TIN SKULLS,1.0,10/27/2011 17:15,3.29,,United Kingdom
540247,22669,RED BABY BUNTING ,5.0,1/5/2011 15:56,2.95,15464.0,United Kingdom
577170,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,12.0,11/18/2011 10:46,2.95,13456.0,United Kingdom
545289,22429,ENAMEL MEASURING JUG CREAM,4.0,3/1/2011 11:55,4.25,14732.0,United Kingdom
C567690,23206,LUNCH BAG APPLE DESIGN,-10.0,9/21/2011 17:01,1.65,15810.0,United Kingdom
539708,22367,CHILDRENS APRON SPACEBOY DESIGN,1.0,12/21/2010 12:18,4.21,,United Kingdom
561923,22906,12 MESSAGE CARDS WITH ENVELOPES,12.0,8/1/2011 12:16,1.65,14112.0,United Kingdom
567882,22945,CHRISTMAS METAL TAGS ASSORTED ,12.0,9/22/2011 15:03,0.85,12906.0,United Kingdom
543826,22716,CARD CIRCUS PARADE,1.0,2/14/2011 9:41,0.83,,United Kingdom
545214,22699,ROSES REGENCY TEACUP AND SAUCER ,6.0,2/28/2011 16:39,2.95,17165.0,United Kingdom
548648,21172,PARTY METAL SIGN ,12.0,4/1/2011 13:20,1.45,12949.0,United Kingdom
558746,22994,TRAVEL CARD WALLET RETROSPOT,24.0,7/1/2011 17:23,0.42,14415.0,United Kingdom
577171,22594,CHRISTMAS GINGHAM TREE,12.0,11/18/2011 10:52,0.85,17159.0,United Kingdom
579297,22041,"RECORD FRAME 7"" SINGLE SIZE ",3.0,11/29/2011 11:23,5.79,,United Kingdom
565232,23203,JUMBO BAG VINTAGE DOILY ,1.0,9/2/2011 9:30,4.13,,United Kingdom
550470,22740,POLKADOT PEN,1.0,4/18/2011 13:49,1.63,,United Kingdom
537037,22633,HAND WARMER UNION JACK,24.0,12/5/2010 10:03,2.1,17243.0,United Kingdom
536532,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,36.0,12/1/2010 13:24,0.85,12433.0,Norway
560773,22721,SET OF 3 CAKE TINS SKETCHBOOK,4.0,7/20/2011 16:17,4.13,,United Kingdom
559163,21618,4 WILDFLOWER BOTANICAL CANDLES,1.0,7/6/2011 16:33,2.46,,United Kingdom
545872,21867,PINK UNION JACK  LUGGAGE TAG,2.0,3/7/2011 14:51,1.25,15752.0,United Kingdom
578149,23317,BLUE REFECTORY CLOCK ,1.0,11/23/2011 11:11,19.96,,United Kingdom
550178,20712,JUMBO BAG WOODLAND ANIMALS,20.0,4/14/2011 17:25,2.08,12662.0,Germany
563193,22384,LUNCH BAG PINK POLKADOT,1.0,8/12/2011 16:30,4.13,,United Kingdom
571283,46000U,POLYESTER FILLER PAD 30CMx30CM,4.0,10/16/2011 13:51,1.25,16533.0,United Kingdom
570231,37467,PIG MUG IN TWO COLOUR DESIGNS,12.0,10/9/2011 13:44,0.39,16685.0,United Kingdom
572229,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,24.0,10/21/2011 14:23,0.39,14329.0,United Kingdom
549023,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1.0,4/5/2011 16:27,10.79,,United Kingdom
C562160,22456,NATURAL SLATE CHALKBOARD LARGE ,-4.0,8/3/2011 11:50,4.25,13106.0,United Kingdom
536562,21232,STRAWBERRY CERAMIC TRINKET BOX,12.0,12/1/2010 15:08,1.25,13468.0,United Kingdom
564326,21463,MIRRORED DISCO BALL ,1.0,8/24/2011 13:30,5.95,17256.0,United Kingdom
558370,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2.0,6/28/2011 15:44,2.55,17750.0,United Kingdom
541423,21992,VINTAGE PAISLEY STATIONERY SET,5.0,1/17/2011 17:54,2.46,,United Kingdom
541422,21935,SUKI  SHOULDER BAG,5.0,1/17/2011 17:48,1.63,,United Kingdom
560288,20718,RED RETROSPOT SHOPPER BAG,10.0,7/18/2011 10:05,1.25,15845.0,United Kingdom
538808,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,5.0,12/14/2010 12:11,1.25,14057.0,United Kingdom
567656,23228,FILIGREE HEART BIRD WHITE ,4.0,9/21/2011 14:40,2.46,14096.0,United Kingdom
575218,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4.0,11/9/2011 11:16,4.25,16592.0,United Kingdom
577059,23313,VINTAGE CHRISTMAS BUNTING,5.0,11/17/2011 14:30,4.95,13704.0,United Kingdom
544467,22200,FRYING PAN PINK POLKADOT,2.0,2/20/2011 15:51,4.25,14502.0,United Kingdom
539588,48111,DOORMAT 3 SMILEY CATS,1.0,12/20/2010 13:11,7.95,14527.0,United Kingdom
544598,22997,TRAVEL CARD WALLET UNION JACK,3.0,2/21/2011 18:10,0.83,,United Kingdom
559356,23172,REGENCY TEA PLATE PINK,12.0,7/7/2011 18:29,1.65,15416.0,United Kingdom
540364,22361,GLASS JAR DAISY FRESH COTTON WOOL,1.0,1/6/2011 16:03,2.95,14505.0,United Kingdom
574941,22992,REVOLVER WOODEN RULER ,100.0,11/7/2011 17:42,4.95,,United Kingdom
556208,85099F,JUMBO BAG STRAWBERRY,20.0,6/9/2011 13:51,2.08,14040.0,United Kingdom
542836,21166,COOK WITH WINE METAL SIGN ,1.0,2/1/2011 11:31,1.95,16745.0,United Kingdom
537144,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,1.0,12/5/2010 13:00,4.95,15880.0,United Kingdom
552683,22109,FULL ENGLISH BREAKFAST PLATE,3.0,5/10/2011 15:09,7.46,,United Kingdom
577022,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,6.0,11/17/2011 12:42,0.29,13668.0,United Kingdom
536520,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1.0,12/1/2010 12:43,2.95,14729.0,United Kingdom
567821,21790,VINTAGE SNAP CARDS,10.0,9/22/2011 12:45,0.85,14659.0,United Kingdom
C570867,21891,TRADITIONAL WOODEN SKIPPING ROPE,-12.0,10/12/2011 16:17,1.45,12607.0,USA
559921,22624,IVORY KITCHEN SCALES,1.0,7/13/2011 15:42,8.5,13667.0,United Kingdom
570187,21803,CHRISTMAS TREE STAR DECORATION,1.0,10/7/2011 15:09,0.42,,United Kingdom
566620,22273,FELTCRAFT DOLL MOLLY,6.0,9/14/2011 9:21,2.95,13588.0,United Kingdom
561079,22558,CLOTHES PEGS RETROSPOT PACK 24 ,2.0,7/24/2011 16:12,1.65,13956.0,United Kingdom
556812,21992,VINTAGE PAISLEY STATIONERY SET,4.0,6/14/2011 17:25,2.46,,United Kingdom
539300,22732,3D VINTAGE CHRISTMAS STICKERS ,1.0,12/16/2010 17:31,1.25,,United Kingdom
562593,21034,REX CASH+CARRY JUMBO SHOPPER,12.0,8/7/2011 15:43,0.95,16549.0,United Kingdom
559052,23140,TRIPLE WIRE HOOK IVORY HEART,1.0,7/5/2011 16:53,4.13,,United Kingdom
570688,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,7.0,10/11/2011 16:29,0.83,,United Kingdom
568069,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24.0,9/23/2011 14:05,0.55,13336.0,United Kingdom
570821,20971,PINK BLUE FELT CRAFT TRINKET BOX,12.0,10/12/2011 12:51,1.06,17173.0,United Kingdom
571653,20829,GLITTER HANGING BUTTERFLY STRING,16.0,10/18/2011 12:17,1.69,14298.0,United Kingdom
562717,90114,SUMMER DAISIES BAG CHARM,2.0,8/8/2011 15:42,2.46,,United Kingdom
567477,20971,PINK BLUE FELT CRAFT TRINKET BOX,3.0,9/20/2011 13:20,1.25,16327.0,United Kingdom
564432,22617,BAKING SET SPACEBOY DESIGN,3.0,8/25/2011 11:40,4.95,13517.0,United Kingdom
578833,20961,STRAWBERRY BATH SPONGE ,2.0,11/25/2011 15:23,2.46,,United Kingdom
573364,23344,JUMBO BAG 50'S CHRISTMAS ,1.0,10/30/2011 13:09,2.08,14710.0,United Kingdom
548160,22570,FELTCRAFT CUSHION RABBIT,12.0,3/29/2011 13:33,3.75,16253.0,United Kingdom
560398,21524,DOORMAT SPOTTY HOME SWEET HOME,10.0,7/18/2011 14:10,6.75,12731.0,France
559058,23077,DOUGHNUT LIP GLOSS ,40.0,7/6/2011 9:49,1.25,12407.0,Belgium
567180,22632,HAND WARMER RED RETROSPOT,2.0,9/18/2011 14:56,2.1,17802.0,United Kingdom
575220,23581,JUMBO BAG PAISLEY PARK,100.0,11/9/2011 11:19,1.79,17511.0,United Kingdom
577358,21239,PINK  POLKADOT CUP,1.0,11/18/2011 15:59,1.63,,United Kingdom
555815,22662,LUNCH BAG DOLLY GIRL DESIGN,10.0,6/7/2011 11:47,1.65,13089.0,United Kingdom
575369,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24.0,11/9/2011 15:09,0.29,16655.0,United Kingdom
538378,22449,SILK PURSE BABUSHKA PINK,3.0,12/12/2010 11:26,3.35,14577.0,United Kingdom
575740,23354,6 GIFT TAGS 50'S CHRISTMAS ,12.0,11/11/2011 9:25,0.83,18130.0,United Kingdom
561209,23321,SMALL WHITE HEART OF WICKER,4.0,7/25/2011 16:57,3.29,,United Kingdom
553375,21213,PACK OF 72 SKULL CAKE CASES,24.0,5/16/2011 14:53,0.55,14911.0,EIRE
574368,21156,RETROSPOT CHILDRENS APRON,8.0,11/4/2011 10:59,1.95,13004.0,United Kingdom
551876,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2.0,5/5/2011 8:18,9.95,14867.0,United Kingdom
556085,22844,VINTAGE CREAM DOG FOOD CONTAINER,1.0,6/8/2011 15:23,16.63,,United Kingdom
C545421,22684,FRENCH BLUE METAL DOOR SIGN 9,-2.0,3/2/2011 14:28,1.25,13166.0,United Kingdom
558116,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,1.0,6/27/2011 9:11,5.79,,United Kingdom
568900,22751,FELTCRAFT PRINCESS OLIVIA DOLL,4.0,9/29/2011 13:21,3.75,13647.0,United Kingdom
572283,21484,CHICK GREY HOT WATER BOTTLE,2.0,10/23/2011 11:42,4.25,15000.0,United Kingdom
573387,22996,TRAVEL CARD WALLET VINTAGE TICKET,1.0,10/30/2011 14:33,0.42,15054.0,United Kingdom
552051,21213,PACK OF 72 SKULL CAKE CASES,2.0,5/6/2011 10:10,0.55,14796.0,United Kingdom
C564946,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-1.0,8/31/2011 13:27,2.08,13534.0,United Kingdom
562024,82482,WOODEN PICTURE FRAME WHITE FINISH,9.0,8/1/2011 16:07,2.55,,United Kingdom
C556268,22699,ROSES REGENCY TEACUP AND SAUCER ,-1.0,6/9/2011 19:34,2.95,13317.0,United Kingdom
573074,22309,TEA COSY RED  STRIPE,6.0,10/27/2011 14:03,2.55,16265.0,United Kingdom
546531,20675,BLUE POLKADOT BOWL,8.0,3/14/2011 13:35,1.25,15738.0,United Kingdom
537823,21174,POTTERING IN THE SHED METAL SIGN,3.0,12/8/2010 14:25,4.21,,United Kingdom
549943,84951B,SET OF 4 BLACK LOVEBIRD COASTERS,2.0,4/13/2011 12:09,0.79,13544.0,United Kingdom
572767,22997,TRAVEL CARD WALLET UNION JACK,24.0,10/26/2011 10:11,0.42,17865.0,United Kingdom
538652,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,6.0,12/13/2010 15:12,0.85,17890.0,United Kingdom
569262,21889,WOODEN BOX OF DOMINOES,12.0,10/3/2011 11:36,1.25,14815.0,United Kingdom
536544,84992,72 SWEETHEART FAIRY CAKE CASES,1.0,12/1/2010 14:32,1.28,,United Kingdom
539254,21791,VINTAGE HEADS AND TAILS CARD GAME ,24.0,12/16/2010 14:25,1.25,13199.0,United Kingdom
558540,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,36.0,6/30/2011 12:15,1.25,17706.0,United Kingdom
572552,84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,1.0,10/24/2011 17:07,2.46,14096.0,United Kingdom
547101,22207,FRYING PAN UNION FLAG,24.0,3/21/2011 10:34,3.75,16029.0,United Kingdom
539297,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,12.0,12/16/2010 17:20,1.25,17691.0,United Kingdom
579267,22835,HOT WATER BOTTLE I AM SO POORLY,8.0,11/29/2011 9:42,4.95,14961.0,United Kingdom
578067,22942,CHRISTMAS LIGHTS 10 SANTAS ,1.0,11/22/2011 15:43,16.63,,United Kingdom
578698,23084,RABBIT NIGHT LIGHT,6.0,11/25/2011 10:20,2.08,12620.0,France
561513,21383,PACK OF 12 STICKY BUNNIES,1.0,7/27/2011 15:12,1.25,,United Kingdom
570466,20727,LUNCH BAG  BLACK SKULL.,1.0,10/10/2011 16:03,1.65,16791.0,United Kingdom
575930,22993,SET OF 4 PANTRY JELLY MOULDS,4.0,11/11/2011 17:58,2.46,,United Kingdom
