InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,Month
537405,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1,2010-12-06 14:51:00,0.85,17841.0,United Kingdom,0.85,12.0
542796,21986,PACK OF 12 PINK POLKADOT TISSUES,12,2011-02-01 11:07:00,0.29,17356.0,United Kingdom,3.4799999999999995,2.0
551558,22385,JUMBO BAG SPACEBOY DESIGN,1,2011-05-03 10:41:00,2.08,17841.0,United Kingdom,2.08,5.0
537818,22442,GROW YOUR OWN FLOWERS SET OF 3,2,2010-12-08 13:53:00,7.95,12766.0,Portugal,15.9,12.0
546067,21621,VINTAGE UNION JACK BUNTING,48,2011-03-09 10:58:00,8.87,17450.0,United Kingdom,425.76,3.0
543777,22110,BIRD HOUSE HOT WATER BOTTLE,1,2011-02-11 16:20:00,2.55,15406.0,United Kingdom,2.55,2.0
549044,21718,RED METAL BEACH SPADE ,12,2011-04-06 09:11:00,1.25,16161.0,United Kingdom,15.0,4.0
542737,22659,LUNCH BOX I LOVE LONDON,1,2011-01-31 15:52:00,1.95,15058.0,United Kingdom,1.95,1.0
546415,22912,YELLOW COAT RACK PARIS FASHION,2,2011-03-13 10:27:00,4.95,17975.0,United Kingdom,9.9,3.0
540277,85066,CREAM SWEETHEART MINI CHEST,16,2011-01-06 12:18:00,10.95,14258.0,United Kingdom,175.2,1.0
538250,20973,12 PENCIL SMALL TUBE WOODLAND,1,2010-12-10 12:20:00,0.65,18118.0,United Kingdom,0.65,12.0
544406,22549,PICTURE DOMINOES,4,2011-02-18 13:26:00,1.45,16726.0,United Kingdom,5.8,2.0
546236,20653,CHERRY BLOSSOM LUGGAGE TAG,12,2011-03-10 12:48:00,1.25,12370.0,Cyprus,15.0,3.0
547349,20718,RED RETROSPOT SHOPPER BAG,10,2011-03-22 12:02:00,1.25,15132.0,United Kingdom,12.5,3.0
543812,22457,NATURAL SLATE HEART CHALKBOARD ,3,2011-02-13 14:40:00,2.95,17472.0,United Kingdom,8.850000000000001,2.0
548160,21793,CLASSIC FRENCH STYLE BASKET BROWN,2,2011-03-29 13:33:00,6.75,16253.0,United Kingdom,13.5,3.0
546769,22249,DECORATION WHITE CHICK MAGIC GARDEN,16,2011-03-16 14:57:00,0.85,17504.0,United Kingdom,13.6,3.0
541814,22659,LUNCH BOX I LOVE LONDON,64,2011-01-21 15:41:00,1.65,17306.0,United Kingdom,105.6,1.0
538868,21914,BLUE HARMONICA IN BOX ,36,2010-12-14 14:42:00,1.25,17017.0,United Kingdom,45.0,12.0
544906,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,12,2011-02-24 14:13:00,2.55,17017.0,United Kingdom,30.6,2.0
551844,40016,CHINESE DRAGON PAPER LANTERNS,12,2011-05-04 14:03:00,0.42,14173.0,United Kingdom,5.04,5.0
550939,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-04-21 15:25:00,0.85,16146.0,United Kingdom,10.2,4.0
548312,22766,PHOTO FRAME CORNICE,6,2011-03-30 12:12:00,2.95,16059.0,United Kingdom,17.700000000000003,3.0
548749,23077,DOUGHNUT LIP GLOSS ,20,2011-04-04 12:29:00,1.25,13004.0,United Kingdom,25.0,4.0
545682,23000,TRAVEL CARD WALLET TRANSPORT,5,2011-03-06 11:39:00,0.42,14701.0,United Kingdom,2.1,3.0
552259,23153,ZINC SWEETHEART WIRE LETTER RACK,4,2011-05-08 11:13:00,3.75,15796.0,United Kingdom,15.0,5.0
537140,22669,RED BABY BUNTING ,2,2010-12-05 12:53:00,2.95,12748.0,United Kingdom,5.9,12.0
547892,84987,SET OF 36 TEATIME PAPER DOILIES,12,2011-03-28 10:15:00,1.45,12669.0,France,17.4,3.0
546028,23181,BULL DOG BOTTLE TOP WALL CLOCK,2,2011-03-09 08:33:00,8.25,17049.0,United Kingdom,16.5,3.0
549044,21937,STRAWBERRY   PICNIC BAG,5,2011-04-06 09:11:00,2.95,16161.0,United Kingdom,14.75,4.0
550915,22089,PAPER BUNTING VINTAGE PAISLEY,2,2011-04-21 13:30:00,2.95,13263.0,United Kingdom,5.9,4.0
545999,22961,JAM MAKING SET PRINTED,12,2011-03-08 14:44:00,1.45,13089.0,United Kingdom,17.4,3.0
538078,22555,PLASTERS IN TIN STRONGMAN,8,2010-12-09 14:25:00,1.65,16255.0,United Kingdom,13.2,12.0
544463,85205B,PINK FELT EASTER RABBIT GARLAND,1,2011-02-20 14:31:00,2.55,12988.0,United Kingdom,2.55,2.0
546963,84692,BOX OF 24 COCKTAIL PARASOLS,50,2011-03-18 11:39:00,0.42,16779.0,United Kingdom,21.0,3.0
541886,22366,DOORMAT AIRMAIL ,2,2011-01-24 11:21:00,7.95,15039.0,United Kingdom,15.9,1.0
543737,22260,FELT EGG COSY BLUE RABBIT ,12,2011-02-11 12:45:00,0.85,12477.0,Germany,10.2,2.0
541988,22383,LUNCH BAG SUKI  DESIGN ,100,2011-01-25 08:03:00,1.45,15222.0,United Kingdom,145.0,1.0
545447,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-03-02 16:34:00,3.75,17426.0,United Kingdom,15.0,3.0
541815,22329,ROUND CONTAINER SET OF 5 RETROSPOT,2,2011-01-21 15:45:00,1.65,18037.0,United Kingdom,3.3,1.0
539374,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2010-12-17 11:40:00,0.55,14769.0,United Kingdom,13.2,12.0
545636,22189,CREAM HEART CARD HOLDER,4,2011-03-04 12:15:00,3.95,16449.0,United Kingdom,15.8,3.0
540672,48188,DOORMAT WELCOME PUPPIES,2,2011-01-10 15:51:00,7.95,15281.0,United Kingdom,15.9,1.0
550633,90160D,PINK BOUDICCA LARGE BRACELET,2,2011-04-19 14:57:00,6.95,17449.0,United Kingdom,13.9,4.0
542503,20725,LUNCH BAG RED RETROSPOT,10,2011-01-28 11:58:00,1.65,16327.0,United Kingdom,16.5,1.0
536819,22898,CHILDRENS APRON APPLES DESIGN,8,2010-12-02 17:12:00,1.95,13402.0,United Kingdom,15.6,12.0
547063,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2011-03-20 13:33:00,4.95,14769.0,United Kingdom,9.9,3.0
552269,20717,STRAWBERRY SHOPPER BAG,1,2011-05-08 11:52:00,1.25,16121.0,United Kingdom,1.25,5.0
546542,85232A,SET/3 POLKADOT STACKING TINS,1,2011-03-14 15:13:00,4.95,13263.0,United Kingdom,4.95,3.0
551199,21507,"ELEPHANT, BIRTHDAY CARD, ",12,2011-04-27 11:30:00,0.42,13018.0,United Kingdom,5.04,4.0
545980,84836,ZINC METAL HEART DECORATION,2,2011-03-08 12:49:00,1.25,14730.0,United Kingdom,2.5,3.0
548521,21398,RED POLKADOT COFFEE  MUG,48,2011-03-31 16:41:00,0.39,17735.0,United Kingdom,18.72,3.0
548172,22090,PAPER BUNTING RETROSPOT,18,2011-03-29 14:13:00,2.95,15738.0,United Kingdom,53.1,3.0
539470,21390,FILIGRIS HEART WITH BUTTERFLY,2,2010-12-19 14:03:00,1.25,14472.0,United Kingdom,2.5,12.0
537059,22632,HAND WARMER RED RETROSPOT,5,2010-12-05 11:54:00,2.1,14813.0,United Kingdom,10.5,12.0
543983,22933,BAKING MOULD EASTER EGG MILK CHOC,6,2011-02-15 09:20:00,2.95,16979.0,United Kingdom,17.700000000000003,2.0
544922,84568,GIRLS ALPHABET IRON ON PATCHES ,288,2011-02-24 16:46:00,0.21,15847.0,United Kingdom,60.48,2.0
548500,21498,RED RETROSPOT WRAP ,25,2011-03-31 13:49:00,0.42,17071.0,United Kingdom,10.5,3.0
545523,21472,LADYBIRD + BEE RAFFIA FOOD COVER,2,2011-03-03 12:41:00,3.75,14524.0,United Kingdom,7.5,3.0
543028,22766,PHOTO FRAME CORNICE,8,2011-02-02 15:09:00,2.95,14443.0,United Kingdom,23.6,2.0
539317,22096,PINK PAISLEY SQUARE TISSUE BOX ,1,2010-12-16 19:04:00,1.25,17392.0,United Kingdom,1.25,12.0
546376,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-03-11 12:11:00,7.95,13842.0,United Kingdom,15.9,3.0
552542,85132B,CHARLIE AND LOLA TABLE TINS,12,2011-05-10 10:20:00,1.95,16841.0,United Kingdom,23.4,5.0
545182,M,Manual,17,2011-02-28 14:48:00,0.2,14046.0,United Kingdom,3.4000000000000004,2.0
537825,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2010-12-08 14:36:00,6.45,15005.0,United Kingdom,12.9,12.0
537842,22295,HEART FILIGREE DOVE LARGE,12,2010-12-08 15:12:00,1.65,13140.0,United Kingdom,19.8,12.0
538190,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2010-12-10 10:47:00,2.95,17790.0,United Kingdom,14.75,12.0
550332,84991,60 TEATIME FAIRY CAKE CASES,2,2011-04-17 13:53:00,0.55,13474.0,United Kingdom,1.1,4.0
538636,22848,BREAD BIN DINER STYLE PINK,1,2010-12-13 13:50:00,16.95,14639.0,United Kingdom,16.95,12.0
536874,22144,CHRISTMAS CRAFT LITTLE FRIENDS,1,2010-12-03 11:35:00,2.1,16891.0,United Kingdom,2.1,12.0
547510,20725,LUNCH BAG RED RETROSPOT,10,2011-03-23 13:42:00,1.65,15245.0,United Kingdom,16.5,3.0
544051,85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,12,2011-02-15 12:40:00,1.65,16700.0,United Kingdom,19.8,2.0
541680,82581,TOILET METAL SIGN,250,2011-01-20 14:18:00,0.42,14062.0,United Kingdom,105.0,1.0
541018,21955,DOORMAT UNION JACK GUNS AND ROSES,1,2011-01-13 12:03:00,7.95,14978.0,United Kingdom,7.95,1.0
546251,22432,WATERING CAN PINK BUNNY,6,2011-03-10 14:37:00,1.95,16553.0,United Kingdom,11.7,3.0
541215,22854,CREAM SWEETHEART EGG HOLDER,8,2011-01-14 13:42:00,4.95,14329.0,United Kingdom,39.6,1.0
542272,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2011-01-27 09:42:00,1.25,16496.0,United Kingdom,15.0,1.0
549754,22355,CHARLOTTE BAG SUKI DESIGN,30,2011-04-12 11:32:00,0.85,13700.0,United Kingdom,25.5,4.0
546670,23183,MOTHER'S KITCHEN SPOON REST ,2,2011-03-15 15:37:00,3.75,13451.0,United Kingdom,7.5,3.0
538508,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2010-12-12 13:32:00,4.95,15998.0,United Kingdom,9.9,12.0
550525,23077,DOUGHNUT LIP GLOSS ,20,2011-04-19 10:19:00,1.25,14672.0,United Kingdom,25.0,4.0
548865,22692,DOORMAT WELCOME TO OUR HOME,2,2011-04-04 14:09:00,7.95,14747.0,United Kingdom,15.9,4.0
537889,22840,ROUND CAKE TIN VINTAGE RED,2,2010-12-09 10:04:00,7.95,13319.0,United Kingdom,15.9,12.0
544660,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,2011-02-22 13:47:00,5.45,15078.0,United Kingdom,16.35,2.0
550632,21181,PLEASE ONE PERSON METAL SIGN,1,2011-04-19 14:56:00,2.1,16907.0,United Kingdom,2.1,4.0
538171,21592,RETROSPOT CIGAR BOX MATCHES ,4,2010-12-09 20:01:00,1.25,17530.0,United Kingdom,5.0,12.0
538347,22751,FELTCRAFT PRINCESS OLIVIA DOLL,3,2010-12-10 14:54:00,3.75,17220.0,United Kingdom,11.25,12.0
545067,85049D,BRIGHT BLUES RIBBONS ,1,2011-02-27 14:49:00,1.25,17894.0,United Kingdom,1.25,2.0
547571,16161U,WRAP SUKI AND FRIENDS,25,2011-03-24 09:52:00,0.42,16265.0,United Kingdom,10.5,3.0
547937,16010,FOLDING CAMPING SCISSOR W/KNIF & S,6,2011-03-28 14:27:00,0.12,15068.0,United Kingdom,0.72,3.0
545080,22668,PINK BABY BUNTING,5,2011-02-28 10:33:00,2.95,13004.0,United Kingdom,14.75,2.0
542005,21246,RED RETROSPOT BIG BOWL,6,2011-01-25 11:18:00,4.95,14409.0,United Kingdom,29.700000000000003,1.0
543492,21926,RED/CREAM STRIPE CUSHION COVER ,12,2011-02-09 10:41:00,1.25,12720.0,Germany,15.0,2.0
542227,21877,HOME SWEET HOME MUG,12,2011-01-26 13:33:00,1.25,14243.0,United Kingdom,15.0,1.0
545340,21500,PINK POLKADOT WRAP ,25,2011-03-02 08:41:00,0.42,15416.0,United Kingdom,10.5,3.0
542080,20713,JUMBO BAG OWLS,10,2011-01-25 12:16:00,1.95,13815.0,Germany,19.5,1.0
551858,21156,RETROSPOT CHILDRENS APRON,6,2011-05-04 15:33:00,1.95,18041.0,United Kingdom,11.7,5.0
546520,47599B,BLUE PARTY BAGS ,6,2011-03-14 12:28:00,2.1,14911.0,EIRE,12.6,3.0
547058,16161U,WRAP SUKI AND FRIENDS,25,2011-03-20 12:44:00,0.42,14232.0,United Kingdom,10.5,3.0
539831,22457,NATURAL SLATE HEART CHALKBOARD ,12,2010-12-22 13:17:00,2.95,14606.0,United Kingdom,35.400000000000006,12.0
545683,22267,EASTER DECORATION EGG BUNNY ,2,2011-03-06 11:50:00,1.25,14903.0,United Kingdom,2.5,3.0
547053,47566,PARTY BUNTING,50,2011-03-20 12:08:00,4.15,13001.0,United Kingdom,207.50000000000003,3.0
547365,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-03-22 12:36:00,2.95,12775.0,Netherlands,35.400000000000006,3.0
537690,16161U,WRAP SUKI AND FRIENDS,25,2010-12-08 10:38:00,0.42,13983.0,United Kingdom,10.5,12.0
547900,21682,LARGE MEDINA STAMPED METAL BOWL ,4,2011-03-28 11:51:00,4.95,13649.0,United Kingdom,19.8,3.0
541417,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,2011-01-17 16:23:00,6.35,16033.0,United Kingdom,6.35,1.0
546691,84946,ANTIQUE SILVER TEA GLASS ETCHED,72,2011-03-16 10:45:00,1.06,15793.0,United Kingdom,76.32000000000001,3.0
548169,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,24,2011-03-29 13:48:00,3.39,14680.0,United Kingdom,81.36,3.0
547841,21455,PAINTED YELLOW WOODEN DAISY,11,2011-03-27 11:02:00,0.85,16923.0,United Kingdom,9.35,3.0
538839,22299,PIG KEYRING WITH LIGHT & SOUND ,1,2010-12-14 13:10:00,1.25,14606.0,United Kingdom,1.25,12.0
538991,22752,SET 7 BABUSHKA NESTING BOXES,24,2010-12-15 11:53:00,7.65,17511.0,United Kingdom,183.6,12.0
550525,84723,CHERRY BLOSSOM CANVAS ART PICTURE,2,2011-04-19 10:19:00,7.95,14672.0,United Kingdom,15.9,4.0
539993,85099B,JUMBO BAG RED RETROSPOT,10,2011-01-04 10:00:00,1.95,13313.0,United Kingdom,19.5,1.0
548984,85049H,URBAN BLACK RIBBONS ,2,2011-04-05 12:37:00,1.25,14546.0,United Kingdom,2.5,4.0
542174,84792,ENCHANTED BIRD COATHANGER 5 HOOK,4,2011-01-26 11:14:00,4.65,16043.0,United Kingdom,18.6,1.0
541594,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-01-19 15:30:00,1.95,14916.0,United Kingdom,19.5,1.0
551057,20768,GREEN FERN JOURNAL ,1,2011-04-26 11:59:00,2.55,16942.0,United Kingdom,2.55,4.0
548197,22168,ORGANISER WOOD ANTIQUE WHITE ,2,2011-03-29 15:53:00,8.5,13588.0,United Kingdom,17.0,3.0
544462,47599A,PINK PARTY BAGS,2,2011-02-20 14:21:00,2.1,17050.0,United Kingdom,4.2,2.0
539654,85231B,CINAMMON SET OF 9 T-LIGHTS,15,2010-12-20 17:05:00,0.85,17340.0,United Kingdom,12.75,12.0
545665,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-03-04 15:20:00,0.65,17535.0,United Kingdom,10.4,3.0
547785,22726,ALARM CLOCK BAKELIKE GREEN,6,2011-03-25 11:41:00,3.75,13097.0,United Kingdom,22.5,3.0
541240,21975,PACK OF 60 DINOSAUR CAKE CASES,1,2011-01-16 11:07:00,0.55,16206.0,United Kingdom,0.55,1.0
547203,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2011-03-21 13:51:00,1.25,17146.0,United Kingdom,15.0,3.0
544694,20728,LUNCH BAG CARS BLUE,10,2011-02-23 09:30:00,1.65,17706.0,United Kingdom,16.5,2.0
548984,22553,PLASTERS IN TIN SKULLS,3,2011-04-05 12:37:00,1.65,14546.0,United Kingdom,4.949999999999999,4.0
538210,22457,NATURAL SLATE HEART CHALKBOARD ,6,2010-12-10 11:44:00,2.95,14256.0,United Kingdom,17.700000000000003,12.0
538370,22384,LUNCH BAG PINK POLKADOT,4,2010-12-12 11:06:00,1.65,16923.0,United Kingdom,6.6,12.0
544824,22300,COFFEE MUG DOG + BALL DESIGN,6,2011-02-24 09:32:00,2.55,17139.0,United Kingdom,15.3,2.0
545655,21986,PACK OF 12 PINK POLKADOT TISSUES,3,2011-03-04 13:58:00,0.29,14670.0,United Kingdom,0.8699999999999999,3.0
538009,21469,POLKA DOT RAFFIA FOOD COVER,6,2010-12-09 12:17:00,3.75,14911.0,EIRE,22.5,12.0
548258,23007, SPACEBOY BABY GIFT SET,2,2011-03-30 11:04:00,16.95,14146.0,United Kingdom,33.9,3.0
546732,85175,CACTI T-LIGHT CANDLES,80,2011-03-16 11:41:00,0.42,14606.0,United Kingdom,33.6,3.0
546159,21181,PLEASE ONE PERSON METAL SIGN,12,2011-03-10 09:41:00,2.1,16471.0,United Kingdom,25.200000000000003,3.0
543036,46000R,POLYESTER FILLER PAD 45x30cm,2,2011-02-02 15:57:00,1.45,17223.0,United Kingdom,2.9,2.0
550827,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-04-21 10:16:00,1.65,12670.0,France,19.8,4.0
550504,22894,TABLECLOTH RED APPLES DESIGN ,2,2011-04-18 15:43:00,9.95,16654.0,United Kingdom,19.9,4.0
540799,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,3,2011-01-11 12:12:00,2.55,17365.0,United Kingdom,7.649999999999999,1.0
547651,22555,PLASTERS IN TIN STRONGMAN,1,2011-03-24 12:11:00,1.65,16904.0,United Kingdom,1.65,3.0
551953,22672,FRENCH BATHROOM SIGN BLUE METAL,12,2011-05-05 11:53:00,1.65,13448.0,United Kingdom,19.8,5.0
545469,22838,3 TIER CAKE TIN RED AND CREAM,1,2011-03-03 10:09:00,14.95,17646.0,United Kingdom,14.95,3.0
547691,22748,POPPY'S PLAYHOUSE KITCHEN,12,2011-03-24 15:02:00,2.1,16767.0,United Kingdom,25.200000000000003,3.0
543040,22530,MAGIC DRAWING SLATE DOLLY GIRL ,2,2011-02-02 17:06:00,0.42,17337.0,United Kingdom,0.84,2.0
544466,22479,DAISY GARDEN MARKER,10,2011-02-20 15:43:00,1.25,14606.0,United Kingdom,12.5,2.0
543285,22768,FAMILY PHOTO FRAME CORNICE,2,2011-02-07 09:48:00,9.95,14600.0,United Kingdom,19.9,2.0
546917,23178,JAM CLOCK MAGNET,6,2011-03-18 09:17:00,2.89,14911.0,EIRE,17.34,3.0
546367,22423,REGENCY CAKESTAND 3 TIER,16,2011-03-11 11:38:00,10.95,15513.0,United Kingdom,175.2,3.0
537045,22297,HEART IVORY TRELLIS SMALL,2,2010-12-05 10:54:00,1.25,15038.0,United Kingdom,2.5,12.0
540395,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-01-06 18:24:00,3.95,14702.0,United Kingdom,15.8,1.0
540372,21484,CHICK GREY HOT WATER BOTTLE,8,2011-01-06 16:41:00,3.45,13081.0,United Kingdom,27.6,1.0
545583,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-03-04 09:08:00,1.25,12553.0,France,15.0,3.0
549182,22046,TEA PARTY  WRAPPING PAPER ,25,2011-04-07 09:12:00,0.42,15646.0,United Kingdom,10.5,4.0
552465,22386,JUMBO BAG PINK POLKADOT,4,2011-05-09 15:17:00,2.08,16242.0,United Kingdom,8.32,5.0
540840,22855,FINE WICKER HEART ,12,2011-01-11 15:42:00,1.25,16235.0,United Kingdom,15.0,1.0
537468,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2010-12-07 10:36:00,3.75,12567.0,France,15.0,12.0
537764,84596F,SMALL MARSHMALLOWS PINK BOWL,1,2010-12-08 12:06:00,1.25,16893.0,United Kingdom,1.25,12.0
542629,21524,DOORMAT SPOTTY HOME SWEET HOME,10,2011-01-31 09:57:00,6.75,12731.0,France,67.5,1.0
547420,21714,CITRONELLA CANDLE GARDEN POT,12,2011-03-23 10:43:00,1.25,15449.0,United Kingdom,15.0,3.0
540362,82580,BATHROOM METAL SIGN,6,2011-01-06 15:42:00,0.55,13656.0,United Kingdom,3.3000000000000003,1.0
544189,46000M,POLYESTER FILLER PAD 45x45cm,20,2011-02-16 16:40:00,1.55,15867.0,United Kingdom,31.0,2.0
545302,20685,DOORMAT RED RETROSPOT,2,2011-03-01 12:46:00,7.95,14506.0,United Kingdom,15.9,3.0
545687,22988,SOLDIERS EGG CUP ,24,2011-03-06 12:20:00,1.25,17769.0,United Kingdom,30.0,3.0
549903,21174,POTTERING IN THE SHED METAL SIGN,12,2011-04-12 16:19:00,2.08,17576.0,United Kingdom,24.96,4.0
546982,22999,TRAVEL CARD WALLET RETRO PETALS,2,2011-03-18 12:26:00,0.42,15483.0,United Kingdom,0.84,3.0
537354,22564,ALPHABET STENCIL CRAFT,1,2010-12-06 12:23:00,1.25,12748.0,United Kingdom,1.25,12.0
551471,47590B,PINK HAPPY BIRTHDAY BUNTING,1,2011-04-28 16:40:00,5.45,16370.0,United Kingdom,5.45,4.0
545074,22283,6 EGG HOUSE PAINTED WOOD,4,2011-02-28 09:28:00,7.95,17655.0,United Kingdom,31.8,2.0
537457,22109,FULL ENGLISH BREAKFAST PLATE,16,2010-12-07 09:51:00,3.39,17511.0,United Kingdom,54.24,12.0
551414,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2011-04-28 13:35:00,1.45,15622.0,United Kingdom,17.4,4.0
549249,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,12,2011-04-07 12:04:00,1.25,12423.0,Belgium,15.0,4.0
545530,23231,WRAP DOILEY DESIGN,25,2011-03-03 13:45:00,0.42,17416.0,United Kingdom,10.5,3.0
545872,82582,AREA PATROLLED METAL SIGN,1,2011-03-07 14:51:00,2.1,15752.0,United Kingdom,2.1,3.0
537133,22271,FELTCRAFT DOLL ROSIE,1,2010-12-05 12:29:00,2.95,18156.0,United Kingdom,2.95,12.0
538992,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,2010-12-15 11:56:00,2.1,15950.0,United Kingdom,12.6,12.0
539663,22847,BREAD BIN DINER STYLE IVORY,1,2010-12-21 10:26:00,16.95,17961.0,United Kingdom,16.95,12.0
547937,22249,DECORATION WHITE CHICK MAGIC GARDEN,2,2011-03-28 14:27:00,0.85,15068.0,United Kingdom,1.7,3.0
545587,21981,PACK OF 12 WOODLAND TISSUES ,12,2011-03-04 09:46:00,0.29,14796.0,United Kingdom,3.4799999999999995,3.0
545050,22832,BROCANTE SHELF WITH HOOKS,2,2011-02-27 11:57:00,10.75,15951.0,United Kingdom,21.5,2.0
538831,21319,GLASS CHALICE GREEN  SMALL ,36,2010-12-14 13:02:00,1.45,18144.0,United Kingdom,52.2,12.0
546890,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,2011-03-17 18:18:00,0.29,13394.0,United Kingdom,6.959999999999999,3.0
548406,20719,WOODLAND CHARLOTTE BAG,20,2011-03-31 09:57:00,0.72,15061.0,United Kingdom,14.4,3.0
540179,22366,DOORMAT AIRMAIL ,1,2011-01-05 12:54:00,7.95,16033.0,United Kingdom,7.95,1.0
537042,22311,OFFICE MUG WARMER BLACK+SILVER ,1,2010-12-05 10:45:00,2.95,13838.0,United Kingdom,2.95,12.0
550320,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,2,2011-04-17 12:38:00,0.85,12748.0,United Kingdom,1.7,4.0
547382,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-03-22 15:31:00,1.25,15457.0,United Kingdom,7.5,3.0
540098,22367,CHILDRENS APRON SPACEBOY DESIGN,1,2011-01-04 15:50:00,1.95,16241.0,United Kingdom,1.95,1.0
549117,22963,JAM JAR WITH GREEN LID,12,2011-04-06 12:56:00,0.85,13491.0,United Kingdom,10.2,4.0
548978,84792,ENCHANTED BIRD COATHANGER 5 HOOK,6,2011-04-05 12:08:00,4.65,15727.0,United Kingdom,27.9,4.0
550314,22228,BUNNY WOODEN PAINTED WITH BIRD ,2,2011-04-17 11:30:00,0.85,16905.0,United Kingdom,1.7,4.0
542057,21448,12 DAISY PEGS IN WOOD BOX,1,2011-01-25 11:57:00,1.65,15967.0,United Kingdom,1.65,1.0
542003,22175,PINK OWL SOFT TOY,2,2011-01-25 11:07:00,2.95,15311.0,United Kingdom,5.9,1.0
547664,37340,MULTICOLOUR SPRING FLOWER MUG,12,2011-03-24 13:16:00,0.39,13069.0,United Kingdom,4.68,3.0
545226,22960,JAM MAKING SET WITH JARS,6,2011-03-01 09:33:00,4.25,12428.0,Finland,25.5,3.0
550622,22302,COFFEE MUG PEARS  DESIGN,3,2011-04-19 13:49:00,2.55,13735.0,United Kingdom,7.649999999999999,4.0
537128,84375,SET OF 20 KIDS COOKIE CUTTERS,1,2010-12-05 12:15:00,2.1,12841.0,United Kingdom,2.1,12.0
544313,84508C,BLUE CIRCLES DESIGN TEDDY,2,2011-02-17 14:36:00,2.55,14099.0,United Kingdom,5.1,2.0
547243,90145,SILVER HOOP EARRINGS WITH FLOWER,3,2011-03-21 16:59:00,5.95,17231.0,United Kingdom,17.85,3.0
546670,47580,TEA TIME DES TEA COSY,2,2011-03-15 15:37:00,2.55,13451.0,United Kingdom,5.1,3.0
537159,21479,WHITE SKULL HOT WATER BOTTLE ,1,2010-12-05 13:17:00,3.75,14527.0,United Kingdom,3.75,12.0
541813,84927A,WAKE UP COCKEREL TILE HOOK,6,2011-01-21 15:36:00,2.1,18239.0,United Kingdom,12.6,1.0
549833,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-04-12 13:19:00,2.55,13458.0,United Kingdom,81.6,4.0
547000,22523,CHILDS GARDEN FORK PINK,12,2011-03-18 13:51:00,0.85,14282.0,United Kingdom,10.2,3.0
539647,37370,RETRO COFFEE MUGS ASSORTED,3,2010-12-20 16:08:00,1.25,15460.0,United Kingdom,3.75,12.0
551888,22423,REGENCY CAKESTAND 3 TIER,4,2011-05-05 09:29:00,12.75,15304.0,United Kingdom,51.0,5.0
536609,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2010-12-02 09:41:00,4.25,17850.0,United Kingdom,25.5,12.0
543055,20902,VINTAGE KEEPSAKE BOX PARIS DAYS,2,2011-02-03 10:41:00,6.35,12502.0,Spain,12.7,2.0
552646,20750,RED RETROSPOT MINI CASES,14,2011-05-10 13:26:00,6.35,14078.0,United Kingdom,88.89999999999999,5.0
536532,22558,CLOTHES PEGS RETROSPOT PACK 24 ,24,2010-12-01 13:24:00,1.49,12433.0,Norway,35.76,12.0
543022,21876,POTTERING MUG,1,2011-02-02 14:37:00,1.25,16771.0,United Kingdom,1.25,2.0
552005,21181,PLEASE ONE PERSON METAL SIGN,24,2011-05-05 16:34:00,2.1,15491.0,United Kingdom,50.400000000000006,5.0
550279,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2011-04-15 13:16:00,1.25,14700.0,United Kingdom,15.0,4.0
542102,21936,RED RETROSPOT PICNIC BAG,25,2011-01-25 13:26:00,2.95,12744.0,Singapore,73.75,1.0
547062,37340,MULTICOLOUR SPRING FLOWER MUG,12,2011-03-20 13:28:00,0.39,16728.0,United Kingdom,4.68,3.0
